817,duduga,,measure,,,
818,duduheure,,final decision,,,
819,duduku,,"resentment, unpleasantness, apathy",,,
820,dudumunu,,west,,,
821,dudumutu,ma,index *finger,body part,,
822,dudungono,,dainty,,,
823,dudungu,,lumbar pain,,,
824,dudungu,,dry,,,
825,dudungutu,,direction,,,
826,dudungutu,,direction,,,
827,dudunu,,June,,,
828,duduono,,crowd of people,,,
829,dudutu,,grayhaired,,,
830,dudutu,,"drop, drip",,,
831,dudutu,,pick lice from hair,,,
832,duduuru,,lazy,,,
833,dudyu,,fill,,,
834,duga,,size,,,
835,duga,,measure,,,
836,duga-duga,,"only, except",,,
837,duhu,,chase away,,,
838,duhuhu,,baby,,,
839,duhuhuru,,"hunt, flush",,,
840,duhuku,ho,shoot,,,
841,duhunu,,"help, assist",,,
842,duka-duka,,sitting melancholy,,,
843,dukama,,"melancholy, sad",,,
844,dukono,,volcano,,,
845,duku,,stand with arms down,,,
846,duku,,press,,,
847,dukunu,,coconut,,,
848,dukuru,,coconut,,,
849,dukuru,,lay across,,,
850,dukuru,,"assist, answer for",,,
851,dulada,,image,,,
852,dulaka,,prostitution,,,
853,dulaka,,"lewd, prostitute",,,
854,dulali,,unfair *taunting,,,
855,dulihi,,color,,,
856,dulu,,arrive,,,
857,dululu,,roll against,,,
858,dulumutu,,waste,,,
859,duma,,push,,,
860,duma-duma,,push on,,,
861,dumamata,,evening land *breeze,,,
862,dumeda,,"competent, quick",,,
863,dumu,,plant rice,,,
864,dumu-bole,,soft *food,,,
865,dumule,o,garden,,,
866,dumunitara,,"dew, rain",,,
867,dumunu,,west,,,
868,dumunu,,dive,,,
869,dumutu,,"index, *finger",,,
870,dumutu,,forefinger,,,
871,dunata,,"greed, gluttony",,,
872,dungiri,ma,scale (of fish),body part,onawoko madungiri,fish scale
873,dungiri,o,k o freshwater *fish,fish,,
874,dungiri,o,k o plant,plant,,
875,dungiri,ha,to *scale (fish),,,
876,dungouno,ho,prefer,,,
877,dungouno,i na,refuse s t,,,
878,dungu-dungutu,,run to meet,,,
879,dungutu,nanga,intention,,,
880,dunia,ho,talk of marriage arrangements,,,
881,dunia,o,world,,,
882,duono,,crowd of people,,,
883,dupuda,,breakout in a rash,,,
884,dupuri,,*infertile ground,,,
885,durahi,,steepness,,,
886,durahi,ma,bluff,,,
887,dure,part,very,,,
888,duru,ADV,very,,,
889,duru,ma,"after, behind",,,
890,dururu,ma,replacement,,,
891,dutu,ma,property owner,,,
892,dutu-dutuku,,drive on,,,
893,dutungutu,,awl,,,
894,duuuku,,"shape, form",,,
895,duuuku,,mourn,,,
896,duuuru,,miserly,,,
897,ebe,o,"file, rasp",,,
898,ebe,ma,fish *fin,,,
899,edeukati,,"sense, inclination, plan",,,
900,ee,,grandmother,,,
901,ehato,,"push, press on",,,
902,ehe,ho,"rub, scour",,,
903,ehe,ho ma g,rub off s t,,,
904,eh!,,well,,,
905,eka,,betel,,,
906,eke,,fine *mats,,,
907,ekere,ha,winnow rice,,,
908,eki,,tobacco plug,,,
909,eko,part,or,,,
910,ekoro,,tortise shell *comb,,,
911,ele,,"let *loose, slip",,,
912,ele,nanga,grandmother,kin,,
913,elu-eluku,,lie continuously,,,
914,eluku,,lie,,,
915,elye,,grandmother,,,
916,emouno,,"dirty, revolting",,,
917,enangohi,ma,still more,,,
918,enga-engayo,,not fresh,,,
919,engini,o,enemy,,,
920,eni,,"this, these",,,
921,eri,,brother in law,,,
922,ete,nanga,grandfather,kin,,
923,eteki,ma,small (of things),,,
924,eteki,manga,small (of people),,,
925,etongo,ho,"count, calculate",,,
926,faaumu,,female *servant,,,
927,fafara,,shiver,,,
928,fafaru,,streams,,,
929,fafati,,"reason, excuse",,,
930,fafo,,"stack, pile",,,
931,faida,,"profit, happiness, advantage",,,
932,faiti,,dig up,,,
933,faja,,"greasy, dirty, messy",,,
934,faka,,peel,,,
935,fakati,,"agreement, consideration",,,
936,fakiri,,fictional *woman,,,
937,fala,,house,,,
938,falola,,answer,,,
939,fangi,,"turn, avert, stop",,,
940,fangu,,"pay, compensate, satisfy",,,
941,fangunu,,"pay, compensate",,,
942,farade,,put in mouth,,,
943,fara-fara,,"all, one by one",,,
944,fara-fara,,"classify, divide",,,
945,fareune,,step in,,,
946,fasali,,"chapter, division, portion",,,
947,fatu-fatu,,hoe,,,
948,fau,,widow,,,
949,fauru,,handle,,,
950,fekata,,spouse,,,
951,fenes,o,bugis sailing *canoe,,,
952,feno,,"help, assist",,,
953,feoleouru,,turn over,,,
954,feoto,,tap palm wine,,,
955,fero,,"grow fast, shoot up",,,
956,feulenga,,open,,,
957,feuleta,,sago rattle,,,
958,feune,,tortise,,,
959,fideuro,,friction,,,
960,fidili,,let *loose,,,
961,fififi,,suck,,,
962,filidouro,o,small *bird,animal,,
963,fini,,seed,,,
964,firanga,,sister,,,
965,firikiti,,distort,,,
966,firu-firu,o,night *bird,animal,,
967,fisa,,loincloth,,,
968,fita,,"tie, ribbon",,,
969,fitako,,tree,,,
970,fitana,,"badness, iniquity, untruthfulness",,,
971,fofan,,soap *tree,,,
972,fofo,o,bird,animal,,
973,fofongo,,shade,,,
974,foka,,wash out,,,
975,fokoto,,fist,,,
976,fokumu,,pour out,,,
977,foloi,,more,,,
978,folori,,"prescious *stone, costly *wood",,,
979,fongana,,woods,,,
980,fufu,,blow,,,
981,fufuta,,tangled,,,
982,fukunu,,sell,,,
983,fuluiti,o,flute,,,
984,fuma,,"stupid, foolish",,,
985,fuo,,heart,,,
986,furu,,gland,,,
987,futa,,tangled,,,
988,futu,,night,,,
989,futurungu,,strength,,,
990,gaacomo,,coarse,,,
991,gaafufu,ma,bird *armpit,body part,,
992,gaagoumo,,"lump, clod",,,
993,gaahu,,vegetable,,,
994,gaauta,,ankle *bands,,,
995,gaawiti,o,k o *spear (with a barbed point),hunting,,
996,gabi,o,jasmine,plant,,
997,gadaku,,on top of,,,
998,gadina,,there landwards,,,
999,gadingi,,"wooden knee, strut",,,
1000,gagahu,,"yield, harvest",,,
1001,gagakauna,,make fun of,,,
1002,gagaku,,torch,,,
1003,gagali,,wash off blood *ceremony,,,
1004,gagao,,"care, nurse",,,
1005,gagara,,rib,,,
1006,gagau,,"tool, work, labor",,,
1007,gagawang,,"bewildered, desperate",,,
1008,gagawi,,swallow,,,
1009,gahata,,bamboo sheath,,,
1010,gahauku,,"sweat, perspiration",,,
1011,gahe,,time,,,
1012,gahea,,bamboo frame to smoke herring,,,
1013,gahi,o,"sea, seawater",nautical,,
1014,gahoko,,"ask, request",,,
1015,gahuhu,ma,wing,body part,,
1016,gahumu,,"solid, not *damaged",,,
1017,gaibiti,o,hummingbird,birds,,
1018,gai-hahaluta,,"jump on one leg, hopscotch",,,
1019,gaili,,maggots,,,
1020,gakaka,,palate of mouth,body part,,
1021,gakana,o,knife,,,
1022,gakunu,,"rich, influential, distinguished",,,
1023,gala-gala,,"putty, grease",,,
1024,galala,,noise,,,
1025,galaufea,,bamboo frame to smoke herring,,,
1026,gale,,"coil, ring",,,
1027,galeri,,look askance,,,
1028,gali,,repeat,,,
1029,galiaha,,spice plant,,,
1030,galigouno,,festering *wound,,,
1031,galipi,,"right, common *law",,,
1032,galu,,"follower, diciple, imitator",,,
1033,galuga,,k o *plant with red beans,,,
1034,galula,,a skin *disease,,,
1035,galyoko,,"bark skirt, sarong",,,
1036,galyoko,,large *tree,,,
1037,gamamu,,"gloomy, cloudy",,,
1038,gane,,fine rice,,,
1039,gani,,"intoxicated, sick",,,
1040,gani,o,lice,animal,,
1041,gani-gani,,intoxicating,,,
1042,ganu,,mix,,,
1043,gaoto,,bitten off piece,,,
1044,garade,,"cut out, carved",,,
1045,gara-gara,,"whim, caprice",,,
1046,garago,,"rejoice, joyful",,,
1047,garaha,,rustling,,,
1048,garanga,,"rattling, ringing",,,
1049,garara,nanga,finger,body part,ogarara madudumutu,index finger
1050,gararama,,plant *louse,,,
1051,garau,,nibble,,,
1052,garaugaji,,saw,,,
1053,gare,,barb,,,
1054,gare-garehe,ma,white,color,,
1055,gareufo,,fork,,,
1056,gareugaliti,,bottle,,,
1057,gareu-gareuhe,,white,,,
1058,gari,,"cry, weep",,,
1059,gari-garihi,,matches,,,
1060,garo,,"goad, incite",,,
1061,gate,,liver,,,
1062,gate-gate,,marbles,,,
1063,gau,,cigarette paper,,,
1064,gaueuno,,buttocks,,,
1065,gau-gau,,"work, trade",,,
1066,gauku,,vegetable,,,
1067,gawa,i,"troubled, cloudy, turbid",,oakere magawa-gawa,turbid water
1068,gawaha,,durable wood,,,
1069,gawaya,,wild fruit tree,,,
1070,gawewe,,fifth generation *ancestor,,,
1071,gawi,,"wave, becon",,,
1072,gege,,"sliver, small *piece",,,
1073,gegegele,o,small *bird of prey,animal,,
1074,gegouto,,"worry, nag, annoy",,,
1075,geha-kira-kira,,ignore,,,
1076,gehanga,,"yawn, gape",,,
1077,gehe,,"sand, rub off",,,
1078,gehuku,,liana,,,
1079,gehulahi,,glass,,,
1080,gele-gele,,"quarrel, tease, badger",,,
1081,gelewoutu,,wipe butt,,,
1082,gena,,"those, that",,,
1083,gena,DEM,"that, there",,,
1084,genanga,,"those, that",,,
1085,gendi,,ceramic *bottle,,,
1086,gengika,,there,,,
1087,gengilye,,there above,,,
1088,gengino,,from there to here,,,
1089,genginohi,,from then on,,,
1090,gengoka,,there,,,
1091,genguku,,there below,,,
1092,geri,,brother in law,kin,,
1093,geri-doroua,,mans inlaws,kin,,
1094,gerongu,,"club, wooden cleaver",,,
1095,geto-getongo,,"all, one by one",,,
1096,getongo,ma,every,,,
1097,geugegouto,,worry,,,
1098,geugewe,,chew,,,
1099,geuhihi,,seed,,,
1100,geuletiti,,smallest *finger,body part,,
1101,geurehi,,yaws,,,
1102,geurenge,,rattle,,,
1103,geurewoto,,scattered,,,
1104,geutefata,,raft,,,
1105,geutehata,,raft,,,
1106,ge-weui,,chew sugar cane,,,
1107,giama,nanga,"hand, arm, forefoot",body part,,
1108,giau,o,drinking *coconut,food,,
1109,giete,,laughed at,,,
1110,gigabu,,wild *banana,plant,,
1111,gigan,,"fresh, new, unripe",,,
1112,giganga,o,wild *lemon,plant,,
1113,gigima,,fun after a feast,,,
1114,gigini,,"nurse, raise, feed",,,
1115,gigoro,ho,"talk, make *noise",,uha nigigoro!,be quiet!
1116,gihe-giheune,,obey,,,
1117,gihini,,seed *corn,plant,,
1118,gihoro,,"grind, abrasive",,,
1119,gihouro,,horseradish,food,,
1120,giki-loa,,warewolf,,,
1121,gikiri,,spirit,,,
1122,gila-gila,ho,to *continue,,,
1123,gilaongo,,female *slave,,,
1124,gilianga,,"break, unfurl",,,
1125,gilidanga,,blue bottlefly,animal,,
1126,gilili,,skin *disease,,,
1127,gilio,ho hi,"return, bring back",,,
1128,giliri,,"praise, honor",,,
1129,gilitopa,o,wild casava tree,plant,,
1130,giloi,,to *smooth,,,
1131,gilya-gilyaka,,married people,,,
1132,gilyaka,,marry,,,
1133,gina,,"load, cargo, contents",,,
1134,gineune,o,small *bird,animal,,
1135,giniki,,drive away,,,
1136,ginitara,,light,,,
1137,ginogi,,poisonous *fish,fish,,
1138,giofiki,,sour,,,
1139,giohiki,,sour,,,
1140,gioko,,sleep,,,
1141,giopu,,dragnet,,,
1142,gipirini,o,k o *snake,animal,,
1143,giranga,,posts,,,
1144,giria,ma,frequent,,olobi magiria,it's cloudy
1145,giriri,,"praise, glory, honor prize",,,
1146,gitaamoko,,dawn,sky,,
1147,gitaoa,,"heaven, sky",sky,,
1148,gitifiri,,"fingernails, toenails, claws",body part,,
1149,gitihiri,,"fingernails, toenails",body part,,
1150,gito,o,coconut *beetle,insect,,
1151,giunu,,hide someone,,,
1152,giwe,,waterfall,earth,,
1153,giwi,,"move, shake",,,
1154,go,,growth,,,
1155,go,,"fresh, not *finished, unfaded",,,
1156,goa,o,"lower end *stem, base, stump",plant,,
1157,goaha,,ebb,,,
1158,goana,,"watch, wait for",,,
1159,gobe,,stalk,,,
1160,gobu,,pick up,,,
1161,gobubulu,i,bubble,,,
1162,gobuhu,o,cockroach,animal,,
1163,gocela,,cluster,,,
1164,goduru,o,"young *man, youth",,,
1165,gofa,,"club, bludgeon",,,
1166,gofau,,k o small *fish,fish,,
1167,gofelanga,o,"bedbug, crab *louse",animal,,
1168,gofi,,flat,,,
1169,gofo,,wash hair in coconut milk,,,
1170,gofoanga,o,sago baking mold,food,,
1171,gofu-haerani,,weed,,,
1172,gogaha,,character,,,
1173,gogahoko,,request,,,
1174,gogahu,,livelihood,,,
1175,Gogaili,o,river South of Labi-Labi,,,
1176,gogaka,,"maybe, perhaps",,,
1177,gogama,i na,"shiver, cold, fever",,,
1178,gogarade,,carving,,,
1179,gogata,,fourth part,,,
1180,gogatahiki,,soft,,,
1181,gogehe,,rub,,,
1182,gogele,,"challenge, vex, taunt, slander",,,
1183,gogeulewoto,,toilet paper,,,
1184,gogeure,,"live, stay",,,
1185,gogeurebongo,,"irresponsible, foolish, half wild",,,
1186,gogeurena,,cushion,,,
1187,gogihoro,,wash basin,,,
1188,gogihouro,,grindstone,,,
1189,gogilio,,returning,,,
1190,gogiloliti,,encircle,,,
1191,gogilyaka,,married people,,,
1192,gogingi,,grimace,,,
1193,gogioko,o,k o *plant,plant,,
1194,gogirimanga,,"cork, stopper",,,
1195,gogitihiri,,plant,plant,,
1196,gogo,nanga,body hair,body part,,
1197,gogo,nanga,"feather, body *hair",body part,,
1198,gogobu,,"crowd of people, meeting",,,
1199,gogogama,,fever,,,
1200,gogogeure,,"dwelling, residence",,,
1201,gogohara,,stick,,,
1202,gogohihi,,orphaned,,,
1203,gogohiki,,water,,,
1204,gogoko,,exhort,,,
1205,gogoli,,metal bracelets,,,
1206,gogoloko,,hoop,,,
1207,gogono,ha,hide,,,
1208,gogonoko,,sternum,body part,,
1209,gogori,,shell,,,
1210,gogoru,,"love, compassion",,,
1211,gogoru,,invite,,,
1212,gogouno,,"put away, keep, hide",,,
1213,goguho,,soap tree *bark,,,
1214,goguhu,,cockroach,,,
1215,goguhulo,,ficticious *bird,,,
1216,goguhulu,,red *ant,,,
1217,goguhumutu,,banana,,,
1218,goguhumutu,o,beach *bird,animal,,
1219,goguiti,,"scoop, bailer",,,
1220,gogule,,toy,,,
1221,gogurati,ma,yellow,color,,
1222,gogurumini,,lance,,,
1223,gogutuku,,rice crop,,,
1224,goguwini,,light,,,
1225,goha,,beat,,,
1226,goha,,calming sea,nautical,,
1227,goha,,"club, bludgeon",,,
1228,gohaka,,boil,,,
1229,gohara,,beat,,,
1230,gohau,,k o small *fish,fish,,
1231,goheba,o,small osprey,animal,,
1232,gohelanga,,bedbug crab *louse,,,
1233,gohi,o,egg,food,,
1234,gohihi,,orphan,,,
1235,goho,,wash hair with coconut,,,
1236,gohoanga,,sago baking pan,,,
1237,gohomanga,o,crocodile,animal,,
1238,gohora,,nutmeg,,,
1239,gohotouro,,house,,,
1240,gohotouro,,leech,,,
1241,gohotouro,,green *parrot,,,
1242,gohumutu,,stick into,,,
1243,gohungiri,,sea grass,,,
1244,goi,,tree,,,
1245,goko,,"maize, corn",,,
1246,goko,,river,,,
1247,goko,,buy,,,
1248,gola,,large stones,,,
1249,gole,,cleaver,,,
1250,golebo,,wind gusts,,,
1251,goli,ha,bite,,,
1252,golioa,,plant,,,
1253,golongi,,"band, hoop",,,
1254,golupu,,dagger,,,
1255,golyoa,,fallow garden,,,
1256,gomako,,split bamboo,,,
1257,gomanga,,full,,,
1258,gomangau,,spirits of the dead,,,
1259,gomateure,,sorcerer,,,
1260,gomoanga,,liana,,,
1261,gomolo,,plant,,,
1262,gomona,,"gnat, mosquito",,,
1263,gomouno,nanga,eyeball,body part,,
1264,gomuku,,sore,,,
1265,gomuku,,"ripe, mature",,,
1266,gonauna,,"worms, maggots",,,
1267,goneune,,notch,,,
1268,goni,,"sail cloth, sacking",,,
1269,goobe,,plant,,,
1270,goodoungo,,"strangle, pinch",,,
1271,gookoko,,"bank, shore",,,
1272,gookoro,,band,,,
1273,goopuunu,,"meal, flour",,,
1274,gopoa,,pour,,,
1275,goraka,,"lift, carry",,,
1276,gorangoto,,shark,,,
1277,goreuhe,,cry,,,
1278,gori,ha,"bore, drill",,,
1279,gorida,,grindstone,,,
1280,goriki,,clearsighted,,,
1281,goriki,,"find, obtain",,,
1282,goro,o,rubber,,,
1283,goro,o,rubber springs (on a spear gun),hunting,,
1284,goroana,,deer paths,,,
1285,goro-goro,,milksap,,,
1286,goro-goro,o,sticky *rice,food,,
1287,goro-goro,o,taro,plant,,
1288,goroho-kaha,,petroleum,,,
1289,gorohutu,nanga,eyebrow,body part,,
1290,gorohutu,o,k o *tree,,,
1291,goroko,o,owl,animal,,
1292,gorona,ma,middle,,,
1293,goronaka,ma,"insides, contents",,,
1294,gorouhau,,judgement,,,
1295,gorua,,deep bay,,,
1296,gorua,,fish,,,
1297,gota,o,"wood, firewood, tree",plant,,
1298,gotoauka,o,white *parrot,animal,,
1299,gotoaura,,rumpsteak,,,
1300,gotola,o,white *parrot,animal,,
1301,gou-goungu,,alike,,,
1302,goungu,,"real, true",,,
1303,gouru,,"scrotum, balls",body part,,
1304,gua-bebe,,balsam,,,
1305,guai,,mango,food,,
1306,guapo,,fine grain,,,
1307,guawe,o,mango,food,,
1308,guba,,curtain,,,
1309,gubadi,i,left,,,
1310,gububulu,i,fill with water (by being held under water),,,
1311,gudoti,o,war,,,
1312,gudu,,far,,,
1313,gududi,,rash,,,
1314,guewa,o,k o *mussel,animal,,
1315,gufuku,o,pig *louse,animal,,
1316,gufuru,o,fly,animal,,
1317,gugu,o,sea *eel,fish,,
1318,guguia,o,small red *handkerchief (used by women to cover their breasts),,,
1319,guguli,,trumpet,,,
1320,gugumu,ma,"coccyx, tail",body part,,
1321,gugutu,nanga,armpit,body part,,
1322,guha,o,mould,,,
1323,guhu,o,"hole, pit",,,
1324,guhuru,o,fly,animal,,
1325,guihi,ya,stream,,,
1326,guiti,ho ma,bail,nautical,,
1327,guju,,"bury, put away",,,
1328,gula,,liquid sugar,food,,
1329,gule,,song play,,,
1330,gule,,play alone,,,
1331,gule,,bead,,,
1332,gule-gule,,rice porridge,,,
1333,gule-gule,o,necklace,,,
1334,gulelanga,o,k o *parrot,Electus megalorynchus,,
1335,gulero,,"skillful, skilled",,,
1336,gulubenge,o,k o wild areca *palm,?,,
1337,gului,o,tail,body part,,
1338,gului-tubo,o,k o small *snake,animal,,
1339,gulupoa,ho,overflow with water,,,
1340,gulura,ha,split (into small pieces),,,
1341,guma,o,fish hook,tool,,
1342,gumalya,ho,"permit, consent",,,
1343,gumemene,o,chicken *louse,insect,,
1344,gumi,o,moustache,body part,,
1345,gumi-lamo,o,python,animal,,
1346,gumini,o,"sweet potato, creeping *plant",food,,
1347,gumuruku,,"side, oblique",,,
1348,guna,,love potion,magic,,
1349,gunehanga,,resin,,,
1350,gunu,,torch soot,,,
1351,gura,,island,,,
1352,gurabati,,shrub,,,
1353,gurama,,tree,plant,,
1354,gurati,,gold,,,
1355,gurati,ma,yellow,color,,
1356,guri-guriti,,laced up,,,
1357,guri-guriti,o,small black *bat,animal,,
1358,guriti,o,string,,,
1359,guroko,,"snore, grunt",,,
1360,gurubabo,,trap,,,
1361,guruhe,,"swarm, hordes",,,
1362,gurumini,,"reflection, shaddow",,,
1363,gurupe,,"swarm, hordes",,,
1364,gurutu,ma,"long, length",,,
1365,guti,ho ma,descend,,,
1366,guti,o,scissors,,,
1367,gutugete,o,k o freshwater *fish,fish,,
1368,gutuku,,gather,,,
1369,guuhuru,,wasp,animal,,
1370,guwini,,light,,,
1371,haaka,o,silver,,,
1372,haara,,hole,,,
1373,haba,,"get loose, tear, rip",,,
1374,habanere,,visible on the sea bottom,,,
1375,habarang,,something,,,
1376,habatana,,large rush *mat,,,
1377,habeba,o,loin cloth,,,
1378,habeloro,o,k o small yellow *snake,animal,,
1379,habeta,o,coconut *beetle,animal,,
1380,habeuleko,,let a word slip out,,,
1381,habi,,"pair, set",,,
1382,habirotaka,,starve,,,
1383,habo,,"part, prey",,,
1384,habongo,o,flat *basket,,,
1385,hadaka,,"gift, alms",,,
1386,hadaria,,k o *waistcoat,,,
1387,hadi,,Sunday,,,
1388,hadorari,,attack,,,
1389,haeke,manga,head,body part,,
1390,hafini,,,,,
1391,hafuru,,sister in law,,,
1392,hagaga,,yelling encouragement,,,
1393,hagago,,sharp smell,,,
1394,hagarara,o,"finger, toe",body part,,
1395,hago,,"forked, split",,,
1396,hahahaka,,"unripe, sour",,,
1397,hahakara,,hair point above forehead,,,
1398,hahalebiti,,slanting,,,
1399,haharu,i,"current, flow",,,
1400,haharu,o,mortal combat,,,
1401,hahauo,,wrapper,,,
1402,haheure,,spy upon,,,
1403,hahi,,"swear, swear an oath",,,
1404,hahini,i na,hungry,,,
1405,haho,,stack,,,
1406,hahoreune,,cockscomb,,,
1407,hahura,i,"shiver, tremble, shake",,,
1408,hahuru,o,sister in law,kin,,
1409,haibauru,,prepare,,,
1410,hai-haili,,flutter,,,
1411,haika,ha,"take away, remove",,,
1412,haili,,"blow away, fly away",,,
1413,hailoa,ma,"nice, pretty, beautiful",,,
1414,haino,ha,bring here,,,
1415,hai-regu,,divide,,,
1416,hairi,,visible on sea bottom,,,
1417,haiti,ho,dig,,,
1418,haiwateuki,,sleepless,,,
1419,hajali,,"agreement, promise",,,
1420,haka,ha,peel,,,
1421,hakadoru,,ramrod,,,
1422,haka-honyinga,,remind,,,
1423,hakai,ho,cook,,,
1424,hakai,o,kitchen,,,
1425,hakai,ma,cooking,,,
1426,hakaru,,stone,,,
1427,hakaura,,spear,,,
1428,haka-waro,,inform,,,
1429,haketa,o,tree,Meuritos tribula Forst.,,
1430,haki,ma,"fat, delicious",,,
1431,hakihi,o,witness,,,
1432,hakiloro,o,k o large *shrimp,animal,,
1433,hakimu,,"judge, court",,,
1434,hakiri,,"legendary, folk",,,
1435,hakola,,sash,,,
1436,hakola,o,school,,,
1437,hakoro,ha,to make a k o *wicker,,,
1438,hakoto,ha,straighten out pandanus leaves,,,
1439,haku,,"right, ownership",,,
1440,hakulu,ha,"boil, stew",,,
1441,hakuru,ma,bunch,,obole mahakuru,hand of bananas
1442,hakuta,,"maintain, care for",,,
1443,halabiana,o,megapode bird,Eulipoa wallacei,,
1444,halaeta,o,fishing line *leader,fishing,,
1445,halaha,o,Tuesday,time,,
1446,halalenge,o,impurity,,,
1447,halamata,,"supernatural, heavenly",,,
1448,halamati,,"welfare, happiness",,,
1449,halamburung,,bird *nest,,,
1450,halapa,o,fish carrying *net,fishing,,
1451,hale,o,k o *tree,plant,,
1452,halebiti,,slanting,,,
1453,haledo,i,half *dead (of fish),,,
1454,hali,,expensive,,,
1455,hali,,bad,,,
1456,hali,,fishing rod,,,
1457,hali,,"lawsuit, dispute",,,
1458,halibiru,ho,"oppose, contradict, resist",,,
1459,halila,o,wild citrus *fruit,plant,,
1460,halimuli,,k o *tree,plant,,
1461,halingohu,,must,,,
1462,halipi,,walls,,,
1463,halopa,,metal areca *box,,,
1464,halu,,village stamp,,,
1465,haluanga,,"earth *friut, liana",plant,,
1466,haluara,,trousers,,,
1467,haluhu,,answer,,,
1468,halulunu,,feel,,,
1469,hamaka,o,watermelon,plant,,
1470,hamana,,outrigger,nautical,,
1471,hamanemo,,"hit, strike",,,
1472,hamata,,arenpalm leaf ribs,,,
1473,hamehi,,tanning a net,,,
1474,hamihi,o,Thursday,,,
1475,hamooko,,collarbone,,,
1476,hangaimi,,use finger to induce *vomiting,,,
1477,hangaini,,remove,,,
1478,hangaji,ma,district head,,,
1479,hangali,,"repay, return service",,,
1480,hangate,,banana,,,
1481,hange,NUM,three,num,,
1482,hange-hona,,cry of surprise,,,
1483,hangeru,,festive *procession,,,
1484,hangeru,,sneeze,,,
1485,hangihara,ma,"pain, ache, illness",,,
1486,hangkole,,sago package,,,
1487,hangkura,o,land *tortise,animal,,
1488,hango,,answer,,,
1489,hango-hango,o,k o large *fish,fish,,
1490,hangoka,,March,,,
1491,hangole,,all the more,,,
1492,hangu,,"pay, satisfy",,,
1493,hangu-hangu,o,,,,
1494,hangunu,,"pay, satisfy",,,
1495,hanguru,,snort,,,
1496,hanitiata,,without * topping,,,
1497,hanongo,,female *grandchild,,,
1498,hao,,"widow, then",,,
1499,haoko,,bring seaward,,,
1500,hapaka,,stones throw,,,
1501,hapela,,crotch of trousers,,,
1502,hapi,o,cow,,,
1503,hapitu,,also,,,
1504,hapongo,,come,,,
1505,hara,,also,,,
1506,hara,,"turn, time",,,
1507,hara,,a number of roofing leaves,,,
1508,harabaka,,splash,,,
1509,hara-hara,,"all, one by one",,,
1510,haraka,,crossbeams,,,
1511,haram,,"unclean, forbidden",,,
1512,harana,,wounded,,,
1513,harangoto,,banana,,,
1514,harapa,,rash,,,
1515,harara,,rake,,,
1516,harati,,charm,,,
1517,haratu,,coin,,,
1518,harau,,dried above the fire,,,
1519,harawodeke,o,wood *lizard,animal,,
1520,haremi,,shoulderblade,,,
1521,harene,,"board, ascend",,,
1522,hareuhe,,spread of fingers,,,
1523,hari,,knot net,,,
1524,harigana,,roof vent,,,
1525,harita,ha,to *notch,,,
1526,harita,o,net mending needle,fishing,,
1527,harongo,ha,"broil, roast",,,
1528,haropu,,diarrhea,,,
1529,haru,,"pressing request, persistent",,,
1530,haruawanga,,edible *plant,,,
1531,harumu,,"sheath, case",,,
1532,hasil,ma,yield,,,
1533,hatamu,,cut,,,
1534,hatenga,,half,,,
1535,hatera,,"wild, savage",,,
1536,hateru,,"work, labor",,,
1537,hatobu,o,tree,plant,,
1538,hatoli,,almost,,,
1539,haturu,o,enemy,,niadoru niahaturu,drive your enemies away
1540,hau,,,,,
1541,hauku,ma,"warm, heat",,,
1542,hauo,,"wrap, pack",,,
1543,hauraro,,solid *lava,,,
1544,hauru,,"feel, grope",,,
1545,hawa,,lewd,,,
1546,hawa,,renovate,,,
1547,hawaho,,"know, acquainted",,,
1548,hawakata,,stomach *illness,,,
1549,hawana,,"fear, dislike",,,
1550,hawateri,,"uneasy, worry",,,
1551,haweko,,"basin, bowl",,,
1552,hawoa,,banana,,,
1553,hawuaba,,beach,,,
1554,hayanga,,compassion,,,
1555,hea,,foolish,,,
1556,hebiti,,uneven,,,
1557,hedu,,jest,,,
1558,hegala,,all,,,
1559,hehega,,skin disease,,,
1560,hehehera,o,broom,,,
1561,heheli,,drain,,,
1562,hehene,o,tree,plant,,
1563,hehengi,,lance,,,
1564,hehera,ho ma,"sweep, dust",,,
1565,hehoto,ha,press together,,,
1566,hehutu,,late,,,
1567,hekafu,,"completely, entirely",,,
1568,hekata,nanga,wife,kin,,
1569,heki,o,tree,plant,,
1570,hekono,,"bare, naked",,,
1571,hela,,prahu parts,nautical,,
1572,hele,,slip,,,
1573,helehuku,,square bottle,,,
1574,helekono,,seperated spouse,,,
1575,helenga,,open,,,
1576,heleta,,sago beating,,,
1577,heleuru,,pull out,,,
1578,helewati,,banana,plant,,
1579,helewo,o,stone,,,
1580,heloro,,"move, turn",,,
1581,helotu,,lock,,,
1582,heluku,,joke,,,
1583,hemo,,palm,plant,,
1584,hemoro,ma,"sweet, delicioius",,,
1585,hena,,slim,,,
1586,hene,,turtle,,,
1587,heneni,o,Monday,time,,
1588,heneoara,,spirit of the dead,,,
1589,henge,,strap pack,,,
1590,hengi,,cent,,,
1591,hengo,,half *roasted,,,
1592,heoko,,turned over,,,
1593,heoto,ho,draw palm wine,food,,
1594,hepa,,catch,,,
1595,hepa-hepa,,play catch,,,
1596,hepata,o,"aren *palm, sugar *palm",plant,,
1597,hepe,,ceramic *pot,,,
1598,hepeli,,"flag, pennant",,,
1599,hepi,,slanting,,,
1600,heran,,"surprised, amazed",,,
1601,hereko,,border,,,
